DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
22.0;2201;9.0;2014.0;12.0;8.0;22.0;2201;27.0;23.0;4.0;4.0;320.0;320.0;2.0;4.0;13;43
13.0;1301;7.0;2014.0;21.0;5.0;13.0;1303;999.0;45.0;9.0;4.0;320.0;320.0;1.0;9.0;13;NEOG
1.0;0101;2.0;2015.0;17.0;11.0;1.0;0114;28.0;27.0;9.0;4.0;320.0;320.0;1.0;4.0;12;21
9.0;0920;10.0;2014.0;22.0;2.0;9.0;0920;30.0;23.0;4.0;4.0;320.0;170.0;5.0;4.0;26;44
19.0;1905;12.0;2014.0;28.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;192.0;9.0;9.0;NEOG;IGNORADO
6.0;0608;10.0;2014.0;3.0;9.0;1.0;0101;27.0;34.0;4.0;9.0;320.0;192.0;5.0;1.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;26.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;222.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;11.0;2014.0;14.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;222.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;12.0;2014.0;9.0;10.0;22.0;2205;54.0;999.0;4.0;9.0;320.0;222.0;4.0;1.0;75;IGNORADO
19.0;1905;10.0;2014.0;25.0;8.0;19.0;1905;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;NEOG
5.0;0513;10.0;2014.0;7.0;7.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;24.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
21.0;2101;10.0;2014.0;11.0;8.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;52;23
9.0;0920;10.0;2014.0;27.0;3.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
21.0;2101;10.0;2014.0;27.0;8.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;33;23
15.0;1506;10.0;2014.0;20.0;8.0;15.0;1506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;12.0;5.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;1.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;34;23
1.0;0101;10.0;2014.0;14.0;5.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;28.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;7.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;7.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
22.0;2205;10.0;2014.0;19.0;8.0;22.0;2205;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0904;10.0;2014.0;26.0;8.0;9.0;0904;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;22.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;1.0;4.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;NEOG;NEOG
1.0;0101;10.0;2014.0;13.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
22.0;2202;10.0;2014.0;26.0;8.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
18.0;1801;10.0;2014.0;7.0;4.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
18.0;1801;10.0;2014.0;31.0;7.0;18.0;1802;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;6.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
13.0;1301;10.0;2014.0;11.0;9.0;13.0;1331;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;12.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;22.0;6.0;1.0;0117;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
19.0;1905;10.0;2014.0;12.0;8.0;19.0;1905;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
12.0;1207;10.0;2014.0;16.0;7.0;12.0;1207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23;NEOG
1.0;0101;10.0;2014.0;23.0;4.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;NEOG;NEOG
14.0;1412;10.0;2014.0;27.0;8.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
14.0;1412;10.0;2014.0;18.0;6.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
22.0;2214;10.0;2014.0;20.0;8.0;22.0;2214;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;16.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;24;NEOG
1.0;0115;10.0;2014.0;1.0;9.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;NEOG;NEOG
22.0;2203;10.0;2014.0;19.0;8.0;22.0;2203;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;NEOG
9.0;0914;10.0;2014.0;5.0;8.0;9.0;0914;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;NEOG
1.0;0101;10.0;2014.0;18.0;8.0;1.0;0107;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
13.0;1329;10.0;2014.0;5.0;8.0;13.0;1329;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
4.0;0403;10.0;2014.0;12.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
4.0;0413;10.0;2014.0;3.0;6.0;4.0;0413;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0920;10.0;2014.0;29.0;4.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;71;41
6.0;0609;10.0;2014.0;5.0;9.0;6.0;0609;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;10.0;4.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
14.0;1404;10.0;2014.0;12.0;8.0;14.0;1404;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
16.0;1601;10.0;2014.0;10.0;9.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23;NEOG
11.0;1101;10.0;2014.0;9.0;7.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;1.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;52;NEOG
1.0;0101;10.0;2014.0;3.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;9.0;7.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
8.0;0802;10.0;2014.0;14.0;7.0;8.0;0802;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
18.0;1805;10.0;2014.0;7.0;7.0;18.0;1805;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;23
19.0;1905;10.0;2014.0;20.0;8.0;19.0;1903;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;41
14.0;1421;10.0;2014.0;11.0;9.0;5.0;0508;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
20.0;2007;10.0;2014.0;26.0;6.0;20.0;2007;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;IGNORADO
1.0;0101;10.0;2014.0;23.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
14.0;1406;10.0;2014.0;26.0;5.0;14.0;1406;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;7.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
16.0;1601;10.0;2014.0;3.0;6.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;NEOG
16.0;1601;10.0;2014.0;15.0;4.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;21.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;75;NEOG
5.0;0502;10.0;2014.0;1.0;8.0;5.0;0511;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0113;10.0;2014.0;10.0;9.0;1.0;0113;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;72;NEOG
14.0;1412;10.0;2014.0;17.0;9.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
22.0;2205;10.0;2014.0;25.0;9.0;22.0;2205;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;11.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;43;33
1.0;0113;10.0;2014.0;5.0;8.0;1.0;0113;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;71;NEOG
1.0;0110;10.0;2014.0;10.0;7.0;1.0;0110;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;20.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
11.0;1109;10.0;2014.0;18.0;7.0;11.0;1109;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
10.0;1009;10.0;2014.0;24.0;7.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;52;NEOG
1.0;0116;10.0;2014.0;3.0;7.0;1.0;0116;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;11.0;7.0;1.0;0106;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0116;10.0;2014.0;10.0;7.0;1.0;0116;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
18.0;1801;10.0;2014.0;13.0;6.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;IGNORADO
9.0;0901;10.0;2014.0;3.0;9.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;NEOG;NEOG
22.0;2201;10.0;2014.0;17.0;9.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;5.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
5.0;0503;10.0;2014.0;1.0;8.0;5.0;0503;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
22.0;2203;10.0;2014.0;29.0;8.0;22.0;2203;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;1.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0115;10.0;2014.0;21.0;5.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;19.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;43;41
1.0;0101;10.0;2014.0;5.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
6.0;0604;10.0;2014.0;22.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
10.0;1001;10.0;2014.0;11.0;9.0;10.0;1009;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
2.0;0201;10.0;2014.0;12.0;5.0;2.0;0207;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0901;10.0;2014.0;22.0;8.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;35;23
14.0;1401;10.0;2014.0;18.0;7.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
14.0;1401;10.0;2014.0;21.0;7.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;11.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22;41
5.0;0509;10.0;2014.0;8.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23;35
5.0;0509;10.0;2014.0;8.0;9.0;5.0;0510;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;25;33
1.0;0101;10.0;2014.0;22.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;31.0;7.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;3.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;71;NEOG
1.0;0101;10.0;2014.0;28.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;10.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;75;NEOG
17.0;1712;10.0;2014.0;25.0;6.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;10.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22;43
17.0;1712;10.0;2014.0;1.0;7.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;17.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
16.0;1615;10.0;2014.0;14.0;9.0;16.0;1615;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;11.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;93;NEOG
1.0;0101;10.0;2014.0;4.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0910;10.0;2014.0;11.0;9.0;9.0;0909;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;11.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;29.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;25;41
17.0;1712;10.0;2014.0;10.0;6.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
13.0;1312;10.0;2014.0;22.0;8.0;13.0;1312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
14.0;1412;10.0;2014.0;17.0;9.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0920;10.0;2014.0;20.0;8.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;29.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;18.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;41
16.0;1615;10.0;2014.0;24.0;7.0;12.0;1202;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;35;41
1.0;0101;10.0;2014.0;4.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
19.0;1901;10.0;2014.0;18.0;6.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;10.0;7.0;17.0;1709;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;23.0;7.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
10.0;1001;10.0;2014.0;25.0;9.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;52;NEOG
9.0;0920;10.0;2014.0;21.0;8.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
19.0;1902;10.0;2014.0;28.0;8.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;IGNORADO
6.0;0601;10.0;2014.0;16.0;9.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22;26
1.0;0101;10.0;2014.0;26.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;NEOG;NEOG
5.0;0504;10.0;2014.0;10.0;9.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;22.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;41;NEOG
4.0;0401;10.0;2014.0;26.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23;23
1.0;0101;10.0;2014.0;26.0;6.0;10.0;1002;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;61;NEOG
1.0;0101;10.0;2014.0;2.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;26;26
19.0;1901;10.0;2014.0;28.0;8.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0902;10.0;2014.0;24.0;7.0;9.0;0902;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
9.0;0923;10.0;2014.0;7.0;7.0;9.0;0923;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;24.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
22.0;2203;10.0;2014.0;11.0;9.0;22.0;2203;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;92;IGNORADO
9.0;0901;10.0;2014.0;18.0;8.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;61;23
9.0;0901;10.0;2014.0;19.0;8.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;81;NEOG
9.0;0901;10.0;2014.0;7.0;7.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;23
6.0;0604;10.0;2014.0;22.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0910;10.0;2014.0;20.0;5.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;72;NEOG
1.0;0101;10.0;2014.0;1.0;8.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;71;NEOG
6.0;0611;10.0;2014.0;9.0;9.0;6.0;0611;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0113;10.0;2014.0;11.0;9.0;1.0;0113;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;31;NEOG
12.0;1216;10.0;2014.0;26.0;5.0;12.0;1216;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;IGNORADO;IGNORADO
9.0;0920;10.0;2014.0;13.0;10.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;71;IGNORADO
5.0;0504;10.0;2014.0;1.0;8.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;19.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;12.0;9.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;IGNORADO;IGNORADO
1.0;0101;10.0;2014.0;21.0;8.0;14.0;1406;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;IGNORADO;IGNORADO
9.0;0914;10.0;2014.0;9.0;6.0;9.0;0914;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;31;75
5.0;0505;10.0;2014.0;7.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
1.0;0101;10.0;2014.0;26.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;NEOG;NEOG
