DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
1.0;0101;1.0;2023.0;14.0;12.0;2022.0;1.0;0101;38.0;43.0;9.0;4.0;124.0;320.0;9.0;5.0;01;01
1.0;0115;9.0;2022.0;16.0;8.0;2022.0;1.0;0101;30.0;35.0;4.0;4.0;320.0;320.0;9.0;5.0;01;26
19.0;1901;1.0;2023.0;7.0;12.0;2022.0;1.0;0101;33.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;01;26
1.0;0101;10.0;2022.0;20.0;9.0;2022.0;1.0;0101;34.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;01;41
1.0;0101;12.0;2022.0;28.0;11.0;2022.0;1.0;0101;31.0;24.0;4.0;4.0;320.0;320.0;5.0;4.0;01;43
1.0;0101;3.0;2023.0;14.0;11.0;2022.0;1.0;0101;32.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;01;43
1.0;0101;1.0;2023.0;6.0;12.0;2022.0;1.0;0101;35.0;24.0;4.0;4.0;320.0;320.0;5.0;4.0;01;97
11.0;1101;3.0;2022.0;28.0;2.0;2022.0;11.0;1101;34.0;34.0;4.0;4.0;320.0;320.0;9.0;4.0;01;23
20.0;2001;3.0;2023.0;24.0;8.0;2022.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;56.0;9.0;9.0;01;97
11.0;1101;4.0;2022.0;7.0;4.0;2022.0;1.0;0108;39.0;41.0;9.0;4.0;320.0;320.0;9.0;5.0;01;01
1.0;0101;3.0;2022.0;21.0;2.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;03;23
1.0;0115;9.0;2022.0;19.0;9.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;03;97
15.0;1502;11.0;2022.0;27.0;10.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;03;99
19.0;1901;12.0;2022.0;21.0;11.0;2022.0;19.0;1901;27.0;23.0;4.0;9.0;320.0;320.0;9.0;2.0;03;97
6.0;0601;3.0;2022.0;14.0;2.0;2022.0;22.0;2205;46.0;23.0;9.0;9.0;840.0;320.0;9.0;4.0;03;51
22.0;2205;12.0;2022.0;28.0;11.0;2022.0;22.0;2205;27.0;27.0;4.0;4.0;320.0;320.0;4.0;3.0;03;97
1.0;0101;6.0;2023.0;5.0;12.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;03;41
1.0;0101;7.0;2022.0;6.0;4.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;03;97
1.0;0101;5.0;2022.0;11.0;5.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;11;41
1.0;0115;10.0;2022.0;19.0;9.0;2022.0;1.0;0101;29.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;11;43
1.0;0101;10.0;2022.0;29.0;8.0;2022.0;1.0;0101;34.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;11;44
9.0;0901;6.0;2022.0;20.0;6.0;2022.0;9.0;0901;35.0;39.0;4.0;5.0;320.0;320.0;9.0;5.0;11;21
16.0;1601;9.0;2022.0;28.0;1.0;2022.0;16.0;1605;44.0;27.0;1.0;1.0;320.0;320.0;4.0;4.0;11;41
9.0;0922;10.0;2022.0;21.0;9.0;2022.0;9.0;0920;35.0;29.0;4.0;4.0;320.0;320.0;6.0;9.0;11;41
9.0;0901;7.0;2022.0;12.0;7.0;2022.0;9.0;0923;34.0;38.0;4.0;4.0;320.0;320.0;5.0;5.0;11;21
1.0;0101;12.0;2022.0;22.0;9.0;2022.0;1.0;0101;47.0;44.0;4.0;4.0;320.0;320.0;9.0;9.0;12;12
18.0;1804;4.0;2022.0;23.0;2.0;2022.0;1.0;0101;43.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;12;12
1.0;0101;9.0;2022.0;25.0;8.0;2022.0;1.0;0101;37.0;37.0;4.0;4.0;320.0;320.0;6.0;9.0;12;21
1.0;0101;12.0;2022.0;14.0;11.0;2022.0;1.0;0101;53.0;55.0;4.0;4.0;320.0;320.0;5.0;5.0;12;21
19.0;1902;11.0;2022.0;18.0;10.0;2022.0;1.0;0101;48.0;47.0;4.0;4.0;320.0;320.0;5.0;5.0;12;33
1.0;0115;8.0;2022.0;3.0;6.0;2022.0;1.0;0101;42.0;39.0;4.0;4.0;320.0;320.0;5.0;4.0;12;41
1.0;0103;9.0;2022.0;23.0;8.0;2022.0;1.0;0101;37.0;31.0;4.0;4.0;320.0;320.0;5.0;5.0;12;42
1.0;0101;7.0;2022.0;5.0;5.0;2022.0;1.0;0101;28.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;12;43
1.0;0101;3.0;2023.0;18.0;2.0;2022.0;1.0;0101;47.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;12;43
1.0;0115;3.0;2022.0;16.0;2.0;2022.0;1.0;0101;49.0;44.0;5.0;4.0;320.0;320.0;5.0;5.0;12;52
1.0;0101;8.0;2022.0;8.0;8.0;2022.0;1.0;0101;48.0;47.0;5.0;4.0;840.0;320.0;6.0;5.0;12;52
1.0;0101;9.0;2022.0;3.0;8.0;2022.0;1.0;0101;39.0;38.0;4.0;9.0;320.0;320.0;6.0;1.0;12;97
1.0;0113;9.0;2022.0;5.0;1.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;12;97
1.0;0101;12.0;2022.0;18.0;11.0;2022.0;1.0;0101;32.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;12;97
1.0;0101;3.0;2023.0;28.0;12.0;2022.0;1.0;0101;40.0;41.0;4.0;5.0;320.0;720.0;6.0;4.0;12;97
1.0;0101;5.0;2022.0;18.0;1.0;2022.0;1.0;0101;999.0;45.0;9.0;9.0;222.0;320.0;9.0;9.0;12;97
1.0;0101;8.0;2022.0;3.0;8.0;2022.0;1.0;0101;43.0;30.0;4.0;5.0;320.0;320.0;5.0;4.0;12;97
3.0;0301;5.0;2022.0;27.0;4.0;2022.0;3.0;0301;29.0;31.0;4.0;4.0;320.0;320.0;5.0;5.0;12;51
9.0;0901;10.0;2022.0;25.0;10.0;2022.0;9.0;0901;35.0;29.0;9.0;4.0;320.0;320.0;5.0;5.0;12;23
9.0;0901;7.0;2022.0;25.0;7.0;2022.0;9.0;0901;37.0;38.0;4.0;4.0;320.0;320.0;5.0;4.0;12;97
1.0;0101;2.0;2022.0;9.0;2.0;2022.0;10.0;1001;46.0;47.0;4.0;4.0;320.0;320.0;9.0;9.0;12;23
18.0;1801;9.0;2022.0;8.0;8.0;2022.0;18.0;1801;27.0;24.0;4.0;4.0;320.0;320.0;9.0;9.0;12;12
1.0;0101;4.0;2022.0;3.0;3.0;2022.0;1.0;0102;39.0;43.0;4.0;4.0;320.0;320.0;5.0;4.0;12;97
1.0;0101;12.0;2022.0;23.0;11.0;2022.0;1.0;0102;45.0;46.0;4.0;4.0;320.0;320.0;5.0;5.0;12;97
1.0;0101;1.0;2023.0;28.0;11.0;2022.0;1.0;0103;51.0;48.0;4.0;4.0;320.0;320.0;5.0;5.0;12;99
19.0;1904;5.0;2022.0;20.0;4.0;2022.0;19.0;1904;35.0;28.0;4.0;4.0;320.0;320.0;4.0;2.0;12;97
21.0;2101;9.0;2022.0;13.0;7.0;2022.0;22.0;2205;48.0;43.0;4.0;9.0;320.0;320.0;5.0;9.0;12;99
11.0;1101;4.0;2022.0;7.0;4.0;2022.0;11.0;1107;35.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;12;97
13.0;1307;4.0;2023.0;22.0;9.0;2022.0;13.0;1307;27.0;28.0;4.0;1.0;320.0;320.0;6.0;4.0;12;97
1.0;0101;6.0;2022.0;15.0;3.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;12;24
1.0;0108;6.0;2022.0;10.0;2.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;12;41
1.0;0101;8.0;2022.0;5.0;7.0;2022.0;1.0;0108;38.0;35.0;4.0;4.0;320.0;320.0;5.0;4.0;12;97
3.0;0301;4.0;2022.0;5.0;4.0;2022.0;3.0;0313;41.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;12;26
1.0;0101;2.0;2023.0;27.0;12.0;2022.0;1.0;0115;46.0;40.0;9.0;9.0;840.0;320.0;5.0;9.0;12;97
1.0;0101;3.0;2022.0;26.0;1.0;2022.0;1.0;0115;42.0;37.0;4.0;4.0;320.0;320.0;5.0;9.0;12;97
1.0;0116;1.0;2023.0;15.0;11.0;2022.0;1.0;0116;34.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;12;97
1.0;0101;7.0;2022.0;26.0;5.0;2022.0;1.0;0117;37.0;35.0;4.0;4.0;320.0;320.0;6.0;4.0;12;35
1.0;0101;6.0;2023.0;29.0;6.0;2022.0;1.0;0101;40.0;28.0;4.0;4.0;320.0;320.0;6.0;3.0;13;97
5.0;0512;5.0;2022.0;18.0;3.0;2022.0;5.0;0512;42.0;37.0;4.0;4.0;320.0;320.0;5.0;4.0;13;23
1.0;0101;7.0;2022.0;7.0;6.0;2022.0;1.0;0101;48.0;39.0;4.0;4.0;320.0;320.0;5.0;5.0;21;12
3.0;0308;12.0;2022.0;24.0;11.0;2022.0;1.0;0101;38.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;12
1.0;0101;7.0;2022.0;10.0;6.0;2022.0;1.0;0101;50.0;46.0;4.0;4.0;320.0;320.0;5.0;5.0;21;12
1.0;0101;9.0;2022.0;9.0;9.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;12
9.0;0917;7.0;2022.0;18.0;7.0;2022.0;1.0;0101;46.0;46.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;7.0;2022.0;14.0;7.0;2022.0;1.0;0101;66.0;60.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;3.0;2022.0;22.0;3.0;2022.0;1.0;0101;48.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;5.0;2022.0;22.0;4.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;21
1.0;0101;10.0;2022.0;28.0;9.0;2022.0;1.0;0101;36.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;11.0;2022.0;6.0;10.0;2022.0;1.0;0101;42.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;10.0;2022.0;14.0;9.0;2022.0;1.0;0101;29.0;29.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;4.0;2022.0;11.0;3.0;2022.0;1.0;0101;35.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;3.0;2022.0;17.0;2.0;2022.0;1.0;0101;41.0;30.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;6.0;2022.0;12.0;5.0;2022.0;1.0;0101;32.0;31.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;8.0;2022.0;5.0;7.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;21
3.0;0308;9.0;2022.0;22.0;8.0;2022.0;1.0;0101;37.0;34.0;4.0;4.0;320.0;320.0;5.0;9.0;21;21
1.0;0101;5.0;2023.0;4.0;8.0;2022.0;1.0;0101;38.0;33.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
5.0;0502;8.0;2022.0;3.0;5.0;2022.0;1.0;0101;39.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;7.0;2022.0;9.0;5.0;2022.0;1.0;0101;35.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;9.0;2022.0;10.0;8.0;2022.0;1.0;0101;38.0;33.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;1.0;2023.0;13.0;9.0;2022.0;1.0;0101;37.0;33.0;4.0;5.0;320.0;840.0;5.0;5.0;21;21
1.0;0101;3.0;2022.0;11.0;3.0;2022.0;1.0;0101;32.0;27.0;4.0;4.0;320.0;320.0;5.0;9.0;21;21
1.0;0101;10.0;2022.0;11.0;8.0;2022.0;1.0;0101;44.0;46.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;9.0;2022.0;7.0;9.0;2022.0;1.0;0101;43.0;39.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;11.0;2022.0;5.0;10.0;2022.0;1.0;0101;46.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;5.0;2022.0;31.0;3.0;2022.0;1.0;0101;40.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;1.0;2023.0;27.0;12.0;2022.0;1.0;0101;42.0;43.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;1.0;2023.0;15.0;12.0;2022.0;1.0;0101;62.0;59.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;1.0;2023.0;21.0;12.0;2022.0;1.0;0101;41.0;42.0;4.0;4.0;320.0;320.0;6.0;6.0;21;21
1.0;0101;3.0;2022.0;25.0;2.0;2022.0;1.0;0101;37.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;8.0;2022.0;14.0;2.0;2022.0;1.0;0101;44.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
1.0;0101;7.0;2022.0;21.0;6.0;2022.0;1.0;0101;29.0;32.0;4.0;9.0;320.0;724.0;9.0;5.0;21;22
1.0;0101;10.0;2022.0;5.0;10.0;2022.0;1.0;0101;38.0;36.0;4.0;4.0;320.0;320.0;9.0;4.0;21;23
1.0;0101;5.0;2022.0;16.0;3.0;2022.0;1.0;0101;34.0;33.0;4.0;4.0;320.0;320.0;5.0;6.0;21;23
1.0;0101;9.0;2022.0;1.0;7.0;2022.0;1.0;0101;69.0;999.0;4.0;9.0;320.0;320.0;5.0;9.0;21;24
4.0;0410;9.0;2022.0;1.0;9.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;24
1.0;0101;11.0;2022.0;3.0;11.0;2022.0;1.0;0101;52.0;50.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
16.0;1601;5.0;2023.0;24.0;10.0;2022.0;1.0;0101;42.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
1.0;0101;8.0;2022.0;8.0;7.0;2022.0;1.0;0101;42.0;34.0;4.0;4.0;320.0;320.0;6.0;5.0;21;24
1.0;0101;11.0;2022.0;10.0;10.0;2022.0;1.0;0101;32.0;29.0;4.0;4.0;320.0;320.0;5.0;9.0;21;26
1.0;0101;4.0;2022.0;9.0;2.0;2022.0;1.0;0101;41.0;38.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;6.0;2022.0;25.0;3.0;2022.0;1.0;0101;46.0;44.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;3.0;2022.0;24.0;2.0;2022.0;1.0;0101;31.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;3.0;2022.0;26.0;1.0;2022.0;1.0;0101;29.0;30.0;4.0;4.0;320.0;320.0;6.0;9.0;21;26
1.0;0101;11.0;2022.0;19.0;10.0;2022.0;1.0;0101;34.0;33.0;4.0;4.0;320.0;320.0;6.0;5.0;21;26
1.0;0101;3.0;2022.0;12.0;1.0;2022.0;1.0;0101;38.0;36.0;4.0;4.0;320.0;320.0;9.0;5.0;21;26
1.0;0101;5.0;2022.0;25.0;2.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;26
1.0;0101;6.0;2022.0;19.0;5.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;26
1.0;0101;12.0;2022.0;19.0;10.0;2022.0;1.0;0101;36.0;28.0;4.0;4.0;320.0;320.0;5.0;5.0;21;34
1.0;0101;12.0;2022.0;12.0;9.0;2022.0;1.0;0101;51.0;44.0;4.0;4.0;320.0;320.0;5.0;4.0;21;34
1.0;0101;2.0;2022.0;18.0;1.0;2022.0;1.0;0101;37.0;35.0;4.0;4.0;320.0;320.0;9.0;4.0;21;35
1.0;0101;7.0;2022.0;19.0;5.0;2022.0;1.0;0101;60.0;55.0;4.0;4.0;320.0;320.0;5.0;4.0;21;41
1.0;0101;9.0;2022.0;4.0;8.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;21;41
1.0;0101;11.0;2022.0;27.0;9.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;41
1.0;0101;6.0;2022.0;13.0;5.0;2022.0;1.0;0101;32.0;35.0;4.0;4.0;320.0;320.0;9.0;5.0;21;43
1.0;0101;11.0;2022.0;19.0;10.0;2022.0;1.0;0101;45.0;43.0;4.0;4.0;320.0;320.0;9.0;4.0;21;52
1.0;0101;8.0;2022.0;22.0;4.0;2022.0;1.0;0101;52.0;46.0;4.0;9.0;320.0;320.0;5.0;1.0;21;97
1.0;0101;9.0;2022.0;11.0;7.0;2022.0;1.0;0101;49.0;40.0;9.0;4.0;218.0;320.0;9.0;2.0;21;97
1.0;0101;10.0;2022.0;1.0;9.0;2022.0;1.0;0101;40.0;34.0;4.0;4.0;320.0;320.0;5.0;3.0;21;97
1.0;0101;5.0;2023.0;21.0;11.0;2022.0;1.0;0101;31.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;12.0;2022.0;16.0;11.0;2022.0;1.0;0101;33.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;8.0;2022.0;7.0;7.0;2022.0;1.0;0101;46.0;41.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;3.0;2022.0;7.0;2.0;2022.0;1.0;0101;45.0;38.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;8.0;2022.0;23.0;6.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;568.0;320.0;9.0;1.0;21;97
1.0;0101;7.0;2022.0;7.0;3.0;2022.0;1.0;0101;44.0;38.0;4.0;4.0;320.0;320.0;6.0;4.0;21;97
1.0;0101;6.0;2022.0;25.0;4.0;2022.0;1.0;0101;43.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;11.0;2022.0;14.0;10.0;2022.0;1.0;0101;34.0;35.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;6.0;2022.0;11.0;4.0;2022.0;1.0;0101;38.0;39.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;4.0;2022.0;16.0;3.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;152.0;9.0;9.0;21;97
1.0;0101;2.0;2022.0;25.0;1.0;2022.0;1.0;0101;55.0;999.0;9.0;9.0;840.0;320.0;9.0;9.0;21;97
1.0;0101;8.0;2022.0;4.0;8.0;2022.0;1.0;0101;38.0;30.0;4.0;5.0;320.0;170.0;9.0;4.0;21;97
5.0;0504;12.0;2022.0;21.0;11.0;2022.0;1.0;0101;43.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;9.0;2022.0;18.0;8.0;2022.0;1.0;0101;55.0;54.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0102;6.0;2022.0;3.0;6.0;2022.0;1.0;0101;36.0;39.0;4.0;9.0;320.0;76.0;9.0;9.0;21;97
1.0;0101;5.0;2022.0;26.0;4.0;2022.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;340.0;9.0;9.0;21;97
1.0;0101;5.0;2022.0;5.0;4.0;2022.0;3.0;0301;52.0;51.0;4.0;4.0;320.0;320.0;9.0;9.0;21;21
1.0;0101;7.0;2022.0;23.0;6.0;2022.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;99
6.0;0601;3.0;2022.0;1.0;3.0;2022.0;6.0;0601;35.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;21;99
9.0;0901;7.0;2022.0;31.0;3.0;2022.0;9.0;0901;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;21;21
9.0;0901;8.0;2022.0;2.0;8.0;2022.0;9.0;0901;36.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
9.0;0901;6.0;2022.0;2.0;6.0;2022.0;9.0;0901;38.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
9.0;0901;9.0;2022.0;12.0;8.0;2022.0;9.0;0901;44.0;41.0;4.0;4.0;320.0;320.0;9.0;5.0;21;54
9.0;0916;9.0;2022.0;11.0;8.0;2022.0;9.0;0901;43.0;43.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;4.0;2022.0;8.0;3.0;2022.0;9.0;0901;50.0;49.0;4.0;4.0;320.0;320.0;6.0;5.0;21;97
9.0;0901;10.0;2022.0;6.0;10.0;2022.0;9.0;0901;40.0;46.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;6.0;2022.0;26.0;5.0;2022.0;10.0;1001;51.0;50.0;4.0;4.0;320.0;320.0;5.0;3.0;21;97
4.0;0401;9.0;2022.0;4.0;8.0;2022.0;10.0;1001;41.0;38.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
10.0;1012;11.0;2022.0;24.0;11.0;2022.0;10.0;1001;37.0;27.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
12.0;1215;3.0;2023.0;13.0;10.0;2022.0;11.0;1101;42.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
12.0;1201;1.0;2023.0;7.0;11.0;2022.0;12.0;1201;44.0;38.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
12.0;1201;3.0;2022.0;31.0;1.0;2022.0;12.0;1201;34.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
13.0;1301;5.0;2023.0;12.0;10.0;2022.0;13.0;1301;41.0;33.0;4.0;9.0;320.0;340.0;5.0;5.0;21;21
13.0;1301;8.0;2022.0;20.0;7.0;2022.0;13.0;1301;48.0;45.0;4.0;4.0;320.0;320.0;5.0;6.0;21;26
13.0;1301;7.0;2022.0;22.0;4.0;2022.0;13.0;1301;54.0;40.0;4.0;4.0;320.0;320.0;9.0;4.0;21;97
14.0;1401;10.0;2022.0;5.0;7.0;2022.0;14.0;1401;47.0;53.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
16.0;1610;3.0;2022.0;4.0;3.0;2022.0;16.0;1601;48.0;51.0;4.0;4.0;320.0;320.0;5.0;4.0;21;23
16.0;1601;1.0;2023.0;9.0;9.0;2022.0;16.0;1601;44.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
16.0;1604;10.0;2022.0;10.0;6.0;2022.0;16.0;1601;45.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
16.0;1612;9.0;2022.0;29.0;7.0;2022.0;16.0;1601;37.0;36.0;1.0;4.0;320.0;320.0;5.0;4.0;21;97
19.0;1901;7.0;2022.0;8.0;6.0;2022.0;19.0;1901;29.0;27.0;4.0;4.0;320.0;320.0;9.0;4.0;21;52
1.0;0101;2.0;2023.0;13.0;10.0;2022.0;19.0;1901;42.0;29.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;12.0;2022.0;16.0;11.0;2022.0;21.0;2101;45.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;35
1.0;0108;5.0;2022.0;25.0;4.0;2022.0;21.0;2101;30.0;28.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;5.0;2022.0;26.0;1.0;2022.0;1.0;0102;33.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;8.0;2022.0;15.0;7.0;2022.0;1.0;0102;38.0;36.0;4.0;4.0;320.0;320.0;5.0;9.0;21;97
5.0;0501;3.0;2022.0;8.0;3.0;2022.0;5.0;0502;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;21;52
6.0;0601;3.0;2022.0;20.0;1.0;2022.0;6.0;0602;52.0;23.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
13.0;1301;7.0;2022.0;16.0;6.0;2022.0;13.0;1302;33.0;30.0;1.0;4.0;320.0;320.0;5.0;4.0;21;97
16.0;1609;2.0;2023.0;2.0;9.0;2022.0;16.0;1602;34.0;28.0;4.0;4.0;320.0;320.0;9.0;4.0;21;97
1.0;0101;9.0;2022.0;8.0;9.0;2022.0;1.0;0103;31.0;32.0;5.0;4.0;840.0;320.0;5.0;4.0;21;33
1.0;0101;7.0;2022.0;6.0;6.0;2022.0;1.0;0103;45.0;43.0;4.0;5.0;320.0;392.0;5.0;5.0;21;21
17.0;1701;1.0;2022.0;5.0;1.0;2022.0;17.0;1703;36.0;27.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;11.0;2022.0;13.0;10.0;2022.0;19.0;1903;58.0;55.0;4.0;4.0;320.0;320.0;9.0;9.0;21;97
14.0;1404;8.0;2022.0;18.0;2.0;2022.0;14.0;1404;30.0;23.0;1.0;9.0;320.0;320.0;5.0;3.0;21;97
18.0;1801;8.0;2022.0;2.0;8.0;2022.0;18.0;1804;38.0;34.0;5.0;4.0;840.0;320.0;5.0;5.0;21;12
1.0;0101;11.0;2022.0;4.0;10.0;2022.0;1.0;0106;31.0;28.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
16.0;1617;5.0;2022.0;5.0;5.0;2022.0;16.0;1606;42.0;40.0;9.0;4.0;320.0;320.0;5.0;4.0;21;23
1.0;0101;12.0;2022.0;15.0;12.0;2022.0;17.0;1706;57.0;51.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
19.0;1904;2.0;2023.0;24.0;11.0;2022.0;22.0;2207;43.0;44.0;4.0;4.0;320.0;320.0;5.0;9.0;21;99
1.0;0101;1.0;2023.0;24.0;11.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;5.0;5.0;21;24
1.0;0101;6.0;2022.0;3.0;6.0;2022.0;1.0;0108;46.0;44.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0102;6.0;2022.0;2.0;2.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;26
1.0;0101;8.0;2022.0;17.0;5.0;2022.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;34
1.0;0101;2.0;2023.0;8.0;8.0;2022.0;1.0;0108;42.0;36.0;4.0;4.0;320.0;320.0;6.0;4.0;21;41
1.0;0101;2.0;2022.0;13.0;1.0;2022.0;3.0;0308;30.0;31.0;4.0;4.0;320.0;320.0;9.0;9.0;21;21
3.0;0308;9.0;2022.0;11.0;8.0;2022.0;3.0;0308;33.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;23
1.0;0115;3.0;2023.0;17.0;10.0;2022.0;3.0;0309;39.0;38.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
11.0;1106;6.0;2022.0;19.0;5.0;2022.0;11.0;1109;29.0;26.0;4.0;4.0;320.0;320.0;5.0;5.0;21;23
